address;agr_type;id (main_data.csv);name;source;type;url;lat;lon;photos_number;rating;reviews_number
Иркутск, улица Лермонтова;природа;135;Изумрудный сквер;yandex;Парк культуры и отдыха;https://yandex.ru/maps/org/izumrudny_skver/69739966568/;52,269993;104,256316;0;3,5;3
ул. Гоголя, 33;культура;136;Пушкинский сквер;yandex&2gis;Сквер;https://yandex.ru/maps/org/pushkinskiy_skver/158792650207/;52,281222;104,252932;12;2,2;6
Иркутск, сквер имени Охлопкова;культура;137;Сквер имени Охлопкова;yandex&2gis;Сквер;https://yandex.ru/maps/org/skver_imeni_okhlopkova/141571075680/;52,277297;104,280231;53;2,5;9
83А, микрорайон Юбилейный, Иркутск;природа;138;Заповедное Прибайкалье;yandex;Лесопарк;https://yandex.ru/maps/org/zapovednoye_pribaykalye/99598478495/;52,216069;104,295788;5;4,3;27
Иркутск, сквер У Вечного Огня;культура;139;Сквер у Вечного Огня;yandex&2gis;Сквер;https://yandex.ru/maps/org/skver_u_vechnogo_ognya/28519187907/;52,290808;104,281826;60;4,4;29
Иркутск, Студенческий сквер;природа;140;Студенческий сквер;yandex&2gis;Парк культуры и отдыха;https://yandex.ru/maps/org/studencheskiy_skver/12983957156/;52,260766;104,26363;8;4;9
ул. Сухэ-Батора, 1А;природа;141;Сквер Святителя Иннокентия;yandex&2gis;Парк культуры и отдыха;https://yandex.ru/maps/org/skver_svyatitelya_innokentiya/202668894908/;52,292056;104,282074;3;4,5;2
Академическая ул., 12этаж 2;природа;142;Городская Среда;yandex;Парк культуры и отдыха;https://yandex.ru/maps/org/gorodskaya_sreda/183902885096/;52,234443;104,288123;4;2,6;5
Байкальская ул., 253А;культура;143;Сибэкспоцентр;yandex&google;Выставочный центр;https://yandex.ru/maps/org/sibekspotsentr/1110456955/;52,25643;104,353625;30;4,1;367
ул. Седова, 40;культура;144;Dias;yandex&google&2gis;Выставочный центр;https://yandex.ru/maps/org/dias/1336480720/;52,273268;104,292078;362;4,6;167
ул. 3 Июля, 17А;услуги;145;Ремесленное подворье;yandex&2gis;Курсы и мастер-классы;https://yandex.ru/maps/org/remeslennoye_podvorye/1735937784/;52,274233;104,28849;17;4,2;1
Иркутск, улица Нижняя Набережная;достопримечательности;146;Московские ворота;yandex&google;Достопримечательность;https://yandex.ru/maps/org/moskovskiye_vorota/90840327687/;52,293581;104,286167;27;4,8;323
Иркутск, сквер имени Кирова;достопримечательности;147;Макет старого Иркутска;yandex&google&2gis;Достопримечательность;https://yandex.ru/maps/org/maket_starogo_irkutska/94994025837/;52,287739;104,28013;56;4,9;60
ул. 3 Июля, 13/1;достопримечательности;148;130 квартал;yandex&google;Достопримечательность;https://yandex.ru/maps/org/irkutskaya_sloboda/116834401733/;52,274884;104,288174;65;4,7;171
Иркутск, улица Борцов Революции;достопримечательности;149;Иерусалимская лестница;yandex;Достопримечательность;https://yandex.ru/maps/org/iyerusalimskaya_lestnitsa/196744042652/;52,277395;104,295871;15;4,7;43
Иркутск, парк Остров Юность;достопримечательности;150;Достопримечательность;yandex;Достопримечательность;https://yandex.ru/maps/org/dostoprimechatelnost/14116707924/;52,2692;104,282624;0;4,4;8
ул. Фридриха Энгельса, 21;достопримечательности;151;Доходный дом А.И. Шастина;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/dokhodny_dom_a_i_shastina/203726730947/;52,286149;104,304491;19;4,7;15
ул. Халтурина, 1;достопримечательности;152;Дом И.М. Файнберга;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/dom_i_m_faynberga/245206461579/;52,288928;104,28678;28;4,8;10
ул. Марата, 10;достопримечательности;153;Пожарная каланча;yandex;Достопримечательность;https://yandex.ru/maps/org/pozharnaya_kalancha/118995695291/;52,288142;104,275443;2;4,4;8
бул. Гагарина, 24;достопримечательности;154;Белый дом;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/bely_dom/171781449145/;52,276263;104,277181;10;4,4;11
ул. Баррикад, 63;достопримечательности;155;Иркутский тюремный замок;yandex;Достопримечательность;https://yandex.ru/maps/org/irkutskiy_tyuremny_zamok/208058476301/;52,294548;104,312527;1;3,9;8
Иркутск, предместье Марата;история;156;А. В. Колчак;yandex&google&2gis;Памятник;https://yandex.ru/maps/org/a_v_kolchak/21867293307/;52,300035;104,295058;290;4,3;207
Советская ул., 73;достопримечательности;157;Декоративное сооружение Глобус;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/dekorativnoye_sooruzheniye_globus/217225213051/;52,280088;104,329399;18;4;15
Иркутск, предместье Марата;достопримечательности;158;Святые врата;yandex;Достопримечательность;https://yandex.ru/maps/org/svyatyye_vrata/187553452699/;52,300361;104,294805;0;4,2;1
"ул. Челнокова, с1Акционерное общество ""Федеральная пассажирка компания""";достопримечательности;159;Региональный памятник комплекс железнодорожного здания, здание вагонное депо;yandex;Достопримечательность;https://yandex.ru/maps/org/regionalny_pamyatnik_kompleks_zheleznodorozhnogo_zdaniya_zdaniye_vagonnoye_depo/19139999920/;52,283351;104,259551;10;4,3;12
Иркутск, Правобережный округ;достопримечательности;160;Мини-парк символов городов-побратимов Иркутска;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/mini_park_simvolov_gorodov_pobratimov_irkutska/59129822737/;52,286443;104,303883;16;1,9;4
5, остров Конный;развлечения;161;Колесо обозрения Кругозор;yandex&google&2gis;Аттракцион;https://yandex.ru/maps/org/koleso_obozreniya_krugozor/143740626227/;52,269502;104,277867;222;4,5;792
ул. Рабочего Штаба, 27/1;достопримечательности;162;Ликероводочный завод Кедр;yandex;Достопримечательность;https://yandex.ru/maps/org/likerovodochny_zavod_kedr/52725357462/;52,305943;104,297805;0;4,3;25
Иркутск, улица Сухэ-Батора;достопримечательности;163;Часовня у церкви Спаса Нерукотворного образа;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/chasovnya_u_tserkvi_spasa_nerukotvornogo_obraza/138140610705/;52,291143;104,281889;30;0;0
ул. Тимирязева, 45А;достопримечательности;164;Дом декабриста П.А. Муханова;yandex;Достопримечательность;https://yandex.ru/maps/org/dom_dekabrista_p_a_mukhanova/128810367340/;52,285556;104,300452;0;4,3;3
Хасановский пер., 1, Иркутск;достопримечательности;165;Особняк купца М.Д. Бутина;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/osobnyak_kuptsa_m_d_butina/197618953940/;52,277954;104,282135;8;4,3;3
Иркутск, Кировский район;достопримечательности;166;Колокольня Богоявленского собора;yandex;Достопримечательность;https://yandex.ru/maps/org/kolokolnya_bogoyavlenskogo_sobora/173239777235/;52,291926;104,282452;0;4,6;9
ул. Седова, 20/1;достопримечательности;167;Гуркинская голубятня;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/gurkinskaya_golubyatnya/194667113308/;52,27409;104,289478;4;4,4;6
Иркутск, бульвар Гагарина;достопримечательности;168;Фонарь-скамейка;yandex;Достопримечательность;https://yandex.ru/maps/org/fonar_skameyka/59195713434/;52,280838;104,273241;3;3,6;10
ул. Фридриха Энгельса, 21А;достопримечательности;169;Флигель Ларина;yandex;Достопримечательность;https://yandex.ru/maps/org/fligel_larina/185406704258/;52,286632;104,304258;0;4,2;1
ул. Карла Маркса, 31;достопримечательности;170;Монументальное панно Интернационал;yandex&google&2gis;Достопримечательность;https://yandex.ru/maps/org/monumentalnoye_panno_internatsional/27408483663/;52,285864;104,289264;27;4,3;63
Иркутск, Улан-Баторская улица;достопримечательности;171;Стелла микрорайон Университетский;yandex;Достопримечательность;https://yandex.ru/maps/org/stella_mikrorayon_universitetskiy/98994423220/;52,255839;104,251665;0;4,3;37
ул. Фридриха Энгельса, 23;достопримечательности;172;Дом Серапилова;yandex;Достопримечательность;https://yandex.ru/maps/org/dom_serapilova/161761027972/;52,286296;104,304861;2;4,4;2
1Б/1, микрорайон Университетский;достопримечательности;173;Эйфелева башня;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/eyfeleva_bashnya/231561703244/;52,255307;104,250726;1;4,3;13
Иркутск, улица Николая Гаврилова;достопримечательности;174;Здания бань Курбатова и Русанова;yandex;Достопримечательность;https://yandex.ru/maps/org/zdaniya_ban_kurbatova_i_rusanova/132045056267/;52,290025;104,269619;0;4,1;24
Иркутск, Октябрьский округ;достопримечательности;175;Миг-23;yandex;Достопримечательность;https://yandex.ru/maps/org/mig_23/12014418087/;52,278748;104,322313;3;4,2;17
Иркутск, Кировский район;достопримечательности;176;Люк Иркутск 350 лет;yandex;Достопримечательность;https://yandex.ru/maps/org/lyuk_irkutsk_350_let/218409255832/;52,280161;104,281885;12;4,5;5
ул. Касьянова, 35;достопримечательности;177;Дом Леонида Гайдая;yandex;Достопримечательность;https://yandex.ru/maps/org/dom_leonida_gaydaya/187285541366/;52,283135;104,241035;1;3,1;13
Иркутск, Свердловский округ;достопримечательности;178;Руины старого железнодорожного моста;yandex;Достопримечательность;https://yandex.ru/maps/org/ruiny_starogo_zheleznodorozhnogo_mosta/97681334771/;52,295805;104,24296;0;4;4
ул. Лапина, 23;достопримечательности;179;Дом Шубиных;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/dom_shubinykh/134964466344/;52,278419;104,287487;4;4,2;7
ул. Литвинова, 1;достопримечательности;180;Усадьба инженера И.И. Никитина;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/usadba_inzhenera_i_i_nikitina/73137673023/;52,284409;104,288742;11;4,5;7
ул. Дзержинского, 36;достопримечательности;181;Усадьба купца Д.Х. Кузнеца;yandex&2gis;Достопримечательность;https://yandex.ru/maps/org/usadba_kuptsa_d_kh_kuznetsa/72224010387/;52,284585;104,296245;2;3,3;6
